T535X2D,"Toxic effect of chlorofluorocarbons, intentional self-harm, subsequent encounter"
Y37241S,"Military operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, civilian, sequela"
Y37250A,"Military operations involving fragments from munitions, military personnel, initial encounter"
Y37250D,"Military operations involving fragments from munitions, military personnel, subsequent encounter"
Y37250S,"Military operations involving fragments from munitions, military personnel, sequela"
Y37251A,"Military operations involving fragments from munitions, civilian, initial encounter"
Y37251D,"Military operations involving fragments from munitions, civilian, subsequent encounter"
Y37251S,"Military operations involving fragments from munitions, civilian, sequela"
Y37260A,"Military operations involving fragments of improvised explosive device [IED], military personnel, initial encounter"
Y37260D,"Military operations involving fragments of improvised explosive device [IED], military personnel, subsequent encounter"
Y37260S,"Military operations involving fragments of improvised explosive device [IED], military personnel, sequela"
Y37261A,"Military operations involving fragments of improvised explosive device [IED], civilian, initial encounter"
Y37261D,"Military operations involving fragments of improvised explosive device [IED], civilian, subsequent encounter"
Y37261S,"Military operations involving fragments of improvised explosive device [IED], civilian, sequela"
Y37270A,"Military operations involving fragments from weapons, military personnel, initial encounter"
Y37270D,"Military operations involving fragments from weapons, military personnel, subsequent encounter"
Y37270S,"Military operations involving fragments from weapons, military personnel, sequela"
Y37271A,"Military operations involving fragments from weapons, civilian, initial encounter"
Y37271D,"Military operations involving fragments from weapons, civilian, subsequent encounter"
Y37271S,"Military operations involving fragments from weapons, civilian, sequela"
Y37290A,"Military operations involving other explosions and fragments, military personnel, initial encounter"
Y37290D,"Military operations involving other explosions and fragments, military personnel, subsequent encounter"
Y37290S,"Military operations involving other explosions and fragments, military personnel, sequela"
Y37291A,"Military operations involving other explosions and fragments, civilian, initial encounter"
Y37291D,"Military operations involving other explosions and fragments, civilian, subsequent encounter"
Y37291S,"Military operations involving other explosions and fragments, civilian, sequela"
Y37300A,"Military operations involving unspecified fire, conflagration and hot substance, military personnel, initial encounter"
Y37300D,"Military operations involving unspecified fire, conflagration and hot substance, military personnel, subsequent encounter"
Y37300S,"Military operations involving unspecified fire, conflagration and hot substance, military personnel, sequela"
Y37301A,"Military operations involving unspecified fire, conflagration and hot substance, civilian, initial encounter"
Y37301D,"Military operations involving unspecified fire, conflagration and hot substance, civilian, subsequent encounter"
Y37301S,"Military operations involving unspecified fire, conflagration and hot substance, civilian, sequela"
Y37310A,"Military operations involving gasoline bomb, military personnel, initial encounter"
Y37310D,"Military operations involving gasoline bomb, military personnel, subsequent encounter"
Y37310S,"Military operations involving gasoline bomb, military personnel, sequela"
Y37311A,"Military operations involving gasoline bomb, civilian, initial encounter"
Y37311D,"Military operations involving gasoline bomb, civilian, subsequent encounter"
Y37311S,"Military operations involving gasoline bomb, civilian, sequela"
Y37320A,"Military operations involving incendiary bullet, military personnel, initial encounter"
Y37320D,"Military operations involving incendiary bullet, military personnel, subsequent encounter"
Y37320S,"Military operations involving incendiary bullet, military personnel, sequela"
Y37321A,"Military operations involving incendiary bullet, civilian, initial encounter"
Y37321D,"Military operations involving incendiary bullet, civilian, subsequent encounter"
Y37321S,"Military operations involving incendiary bullet, civilian, sequela"
Y37330A,"Military operations involving flamethrower, military personnel, initial encounter"
Y37330D,"Military operations involving flamethrower, military personnel, subsequent encounter"
Y37330S,"Military operations involving flamethrower, military personnel, sequela"
Y37331A,"Military operations involving flamethrower, civilian, initial encounter"
Y37331D,"Military operations involving flamethrower, civilian, subsequent encounter"
Y37331S,"Military operations involving flamethrower, civilian, sequela"
Y37390A,"Military operations involving other fires, conflagrations and hot substances, military personnel, initial encounter"
Y37390D,"Military operations involving other fires, conflagrations and hot substances, military personnel, subsequent encounter"
Y37390S,"Military operations involving other fires, conflagrations and hot substances, military personnel, sequela"
Y37391A,"Military operations involving other fires, conflagrations and hot substances, civilian, initial encounter"
Y37391D,"Military operations involving other fires, conflagrations and hot substances, civilian, subsequent encounter"
Y37391S,"Military operations involving other fires, conflagrations and hot substances, civilian, sequela"
Y37410A,"Military operations involving rubber bullets, military personnel, initial encounter"
Y37410D,"Military operations involving rubber bullets, military personnel, subsequent encounter"
Y37410S,"Military operations involving rubber bullets, military personnel, sequela"
Y37411A,"Military operations involving rubber bullets, civilian, initial encounter"
Y37411D,"Military operations involving rubber bullets, civilian, subsequent encounter"
Y37411S,"Military operations involving rubber bullets, civilian, sequela"
Y37420A,"Military operations involving firearms pellets, military personnel, initial encounter"
Y37420D,"Military operations involving firearms pellets, military personnel, subsequent encounter"
Y37420S,"Military operations involving firearms pellets, military personnel, sequela"
Y37421A,"Military operations involving firearms pellets, civilian, initial encounter"
Y37421D,"Military operations involving firearms pellets, civilian, subsequent encounter"
Y37421S,"Military operations involving firearms pellets, civilian, sequela"
Y37430A,"Military operations involving other firearms discharge, military personnel, initial encounter"
Y37430D,"Military operations involving other firearms discharge, military personnel, subsequent encounter"
Y37430S,"Military operations involving other firearms discharge, military personnel, sequela"
Y37431A,"Military operations involving other firearms discharge, civilian, initial encounter"
Y37431D,"Military operations involving other firearms discharge, civilian, subsequent encounter"
Y37431S,"Military operations involving other firearms discharge, civilian, sequela"
Y37440A,"Military operations involving unarmed hand to hand combat, military personnel, initial encounter"
Y37440D,"Military operations involving unarmed hand to hand combat, military personnel, subsequent encounter"
Y37440S,"Military operations involving unarmed hand to hand combat, military personnel, sequela"
Y37441A,"Military operations involving unarmed hand to hand combat, civilian, initial encounter"
Y37441D,"Military operations involving unarmed hand to hand combat, civilian, subsequent encounter"
Y37441S,"Military operations involving unarmed hand to hand combat, civilian, sequela"
Y37450A,"Military operations involving combat using blunt or piercing object, military personnel, initial encounter"
Y37450D,"Military operations involving combat using blunt or piercing object, military personnel, subsequent encounter"
Y37450S,"Military operations involving combat using blunt or piercing object, military personnel, sequela"
Y37451A,"Military operations involving combat using blunt or piercing object, civilian, initial encounter"
Y37451D,"Military operations involving combat using blunt or piercing object, civilian, subsequent encounter"
Y37451S,"Military operations involving combat using blunt or piercing object, civilian, sequela"
Y37460A,"Military operations involving intentional restriction of air and airway, military personnel, initial encounter"
Y37460D,"Military operations involving intentional restriction of air and airway, military personnel, subsequent encounter"
Y37460S,"Military operations involving intentional restriction of air and airway, military personnel, sequela"
Y37461A,"Military operations involving intentional restriction of air and airway, civilian, initial encounter"
Y37461D,"Military operations involving intentional restriction of air and airway, civilian, subsequent encounter"
Y37461S,"Military operations involving intentional restriction of air and airway, civilian, sequela"
Y37470A,"Military operations involving unintentional restriction of air and airway, military personnel, initial encounter"
Y37470D,"Military operations involving unintentional restriction of air and airway, military personnel, subsequent encounter"
Y37470S,"Military operations involving unintentional restriction of air and airway, military personnel, sequela"
Y37471A,"Military operations involving unintentional restriction of air and airway, civilian, initial encounter"
Y37471D,"Military operations involving unintentional restriction of air and airway, civilian, subsequent encounter"
Y37471S,"Military operations involving unintentional restriction of air and airway, civilian, sequela"
Y37490A,"Military operations involving other forms of conventional warfare, military personnel, initial encounter"
Y37490D,"Military operations involving other forms of conventional warfare, military personnel, subsequent encounter"
Y37490S,"Military operations involving other forms of conventional warfare, military personnel, sequela"
Y37491A,"Military operations involving other forms of conventional warfare, civilian, initial encounter"
Y37491D,"Military operations involving other forms of conventional warfare, civilian, subsequent encounter"
Y37491S,"Military operations involving other forms of conventional warfare, civilian, sequela"
Y37500A,"Military operations involving unspecified effect of nuclear weapon, military personnel, initial encounter"
Y37500D,"Military operations involving unspecified effect of nuclear weapon, military personnel, subsequent encounter"
Y37500S,"Military operations involving unspecified effect of nuclear weapon, military personnel, sequela"
Y37501A,"Military operations involving unspecified effect of nuclear weapon, civilian, initial encounter"
Y37501D,"Military operations involving unspecified effect of nuclear weapon, civilian, subsequent encounter"
Y37501S,"Military operations involving unspecified effect of nuclear weapon, civilian, sequela"
Y37510A,"Military operations involving direct blast effect of nuclear weapon, military personnel, initial encounter"
Y37510D,"Military operations involving direct blast effect of nuclear weapon, military personnel, subsequent encounter"
Y37510S,"Military operations involving direct blast effect of nuclear weapon, military personnel, sequela"
Y37511A,"Military operations involving direct blast effect of nuclear weapon, civilian, initial encounter"
Y37511D,"Military operations involving direct blast effect of nuclear weapon, civilian, subsequent encounter"
Y37511S,"Military operations involving direct blast effect of nuclear weapon, civilian, sequela"
Y37520A,"Military operations involving indirect blast effect of nuclear weapon, military personnel, initial encounter"
Y37520D,"Military operations involving indirect blast effect of nuclear weapon, military personnel, subsequent encounter"
Y37520S,"Military operations involving indirect blast effect of nuclear weapon, military personnel, sequela"
Y37521A,"Military operations involving indirect blast effect of nuclear weapon, civilian, initial encounter"
Y37521D,"Military operations involving indirect blast effect of nuclear weapon, civilian, subsequent encounter"
Y37521S,"Military operations involving indirect blast effect of nuclear weapon, civilian, sequela"
Y37530A,"Military operations involving thermal radiation effect of nuclear weapon, military personnel, initial encounter"
Y37530D,"Military operations involving thermal radiation effect of nuclear weapon, military personnel, subsequent encounter"
Y37530S,"Military operations involving thermal radiation effect of nuclear weapon, military personnel, sequela"
Y37531A,"Military operations involving thermal radiation effect of nuclear weapon, civilian, initial encounter"
Y37531D,"Military operations involving thermal radiation effect of nuclear weapon, civilian, subsequent encounter"
Y37531S,"Military operations involving thermal radiation effect of nuclear weapon, civilian, sequela"
Y37540A,"Military operation involving nuclear radiation effects of nuclear weapon, military personnel, initial encounter"
Y37540D,"Military operation involving nuclear radiation effects of nuclear weapon, military personnel, subsequent encounter"
Y37540S,"Military operation involving nuclear radiation effects of nuclear weapon, military personnel, sequela"
Y37541A,"Military operation involving nuclear radiation effects of nuclear weapon, civilian, initial encounter"
Y37541D,"Military operation involving nuclear radiation effects of nuclear weapon, civilian, subsequent encounter"
Y37541S,"Military operation involving nuclear radiation effects of nuclear weapon, civilian, sequela"
Y37590A,"Military operation involving other effects of nuclear weapons, military personnel, initial encounter"
Y37590D,"Military operation involving other effects of nuclear weapons, military personnel, subsequent encounter"
Y37590S,"Military operation involving other effects of nuclear weapons, military personnel, sequela"
Y37591A,"Military operation involving other effects of nuclear weapons, civilian, initial encounter"
Y37591D,"Military operation involving other effects of nuclear weapons, civilian, subsequent encounter"
Y37591S,"Military operation involving other effects of nuclear weapons, civilian, sequela"
Y376X0A,"Military operations involving biological weapons, military personnel, initial encounter"
Y376X0D,"Military operations involving biological weapons, military personnel, subsequent encounter"
Y376X0S,"Military operations involving biological weapons, military personnel, sequela"
Y376X1A,"Military operations involving biological weapons, civilian, initial encounter"
Y376X1D,"Military operations involving biological weapons, civilian, subsequent encounter"
Y376X1S,"Military operations involving biological weapons, civilian, sequela"
Y377X0A,"Military operations involving chemical weapons and other forms of unconventional warfare, military personnel, initial encounter"
Y377X0D,"Military operations involving chemical weapons and other forms of unconventional warfare, military personnel, subsequent encounter"
Y377X0S,"Military operations involving chemical weapons and other forms of unconventional warfare, military personnel, sequela"
Y377X1A,"Military operations involving chemical weapons and other forms of unconventional warfare, civilian, initial encounter"
Y377X1D,"Military operations involving chemical weapons and other forms of unconventional warfare, civilian, subsequent encounter"
Y377X1S,"Military operations involving chemical weapons and other forms of unconventional warfare, civilian, sequela"
Y3790XA,"Military operations, unspecified, initial encounter"
Y3790XD,"Military operations, unspecified, subsequent encounter"
Y3790XS,"Military operations, unspecified, sequela"
Y3791XA,"Military operations involving unspecified weapon of mass destruction [WMD], initial encounter"
Y3791XD,"Military operations involving unspecified weapon of mass destruction [WMD], subsequent encounter"
Y3791XS,"Military operations involving unspecified weapon of mass destruction [WMD], sequela"
Y3792XA,"Military operations involving friendly fire, initial encounter"
Y3792XD,"Military operations involving friendly fire, subsequent encounter"
Y3792XS,"Military operations involving friendly fire, sequela"
Y380X1A,"Terrorism involving explosion of marine weapons, public safety official injured, initial encounter"
Y380X1D,"Terrorism involving explosion of marine weapons, public safety official injured, subsequent encounter"
Y380X1S,"Terrorism involving explosion of marine weapons, public safety official injured, sequela"
Y380X2A,"Terrorism involving explosion of marine weapons, civilian injured, initial encounter"
Y380X2D,"Terrorism involving explosion of marine weapons, civilian injured, subsequent encounter"
Y380X2S,"Terrorism involving explosion of marine weapons, civilian injured, sequela"
Y380X3A,"Terrorism involving explosion of marine weapons, terrorist injured, initial encounter"
Y380X3D,"Terrorism involving explosion of marine weapons, terrorist injured, subsequent encounter"
Y380X3S,"Terrorism involving explosion of marine weapons, terrorist injured, sequela"
Y381X1A,"Terrorism involving destruction of aircraft, public safety official injured, initial encounter"
Y381X1D,"Terrorism involving destruction of aircraft, public safety official injured, subsequent encounter"
Y381X1S,"Terrorism involving destruction of aircraft, public safety official injured, sequela"
Y381X2A,"Terrorism involving destruction of aircraft, civilian injured, initial encounter"
Y381X2D,"Terrorism involving destruction of aircraft, civilian injured, subsequent encounter"
Y381X2S,"Terrorism involving destruction of aircraft, civilian injured, sequela"
Y381X3A,"Terrorism involving destruction of aircraft, terrorist injured, initial encounter"
Y381X3D,"Terrorism involving destruction of aircraft, terrorist injured, subsequent encounter"
Y381X3S,"Terrorism involving destruction of aircraft, terrorist injured, sequela"
Y382X1A,"Terrorism involving other explosions and fragments, public safety official injured, initial encounter"
Y382X1D,"Terrorism involving other explosions and fragments, public safety official injured, subsequent encounter"
Y382X1S,"Terrorism involving other explosions and fragments, public safety official injured, sequela"
Y382X2A,"Terrorism involving other explosions and fragments, civilian injured, initial encounter"
Y382X2D,"Terrorism involving other explosions and fragments, civilian injured, subsequent encounter"
Y382X2S,"Terrorism involving other explosions and fragments, civilian injured, sequela"
Y382X3A,"Terrorism involving other explosions and fragments, terrorist injured, initial encounter"
Y382X3D,"Terrorism involving other explosions and fragments, terrorist injured, subsequent encounter"
Y382X3S,"Terrorism involving other explosions and fragments, terrorist injured, sequela"
Y383X1A,"Terrorism involving fires, conflagration and hot substances, public safety official injured, initial encounter"
Y383X1D,"Terrorism involving fires, conflagration and hot substances, public safety official injured, subsequent encounter"
Y383X1S,"Terrorism involving fires, conflagration and hot substances, public safety official injured, sequela"
Y383X2A,"Terrorism involving fires, conflagration and hot substances, civilian injured, initial encounter"
Y383X2D,"Terrorism involving fires, conflagration and hot substances, civilian injured, subsequent encounter"
Y383X2S,"Terrorism involving fires, conflagration and hot substances, civilian injured, sequela"
Y383X3A,"Terrorism involving fires, conflagration and hot substances, terrorist injured, initial encounter"
Y383X3D,"Terrorism involving fires, conflagration and hot substances, terrorist injured, subsequent encounter"
Y383X3S,"Terrorism involving fires, conflagration and hot substances, terrorist injured, sequela"
Y384X1A,"Terrorism involving firearms, public safety official injured, initial encounter"
Y384X1D,"Terrorism involving firearms, public safety official injured, subsequent encounter"
Y384X1S,"Terrorism involving firearms, public safety official injured, sequela"
Y384X2A,"Terrorism involving firearms, civilian injured, initial encounter"
Y384X2D,"Terrorism involving firearms, civilian injured, subsequent encounter"
Y384X2S,"Terrorism involving firearms, civilian injured, sequela"
Y384X3A,"Terrorism involving firearms, terrorist injured, initial encounter"
Y384X3D,"Terrorism involving firearms, terrorist injured, subsequent encounter"
Y384X3S,"Terrorism involving firearms, terrorist injured, sequela"
Y385X1A,"Terrorism involving nuclear weapons, public safety official injured, initial encounter"
Y385X1D,"Terrorism involving nuclear weapons, public safety official injured, subsequent encounter"
Y385X1S,"Terrorism involving nuclear weapons, public safety official injured, sequela"
Y385X2A,"Terrorism involving nuclear weapons, civilian injured, initial encounter"
Y385X2D,"Terrorism involving nuclear weapons, civilian injured, subsequent encounter"
Y385X2S,"Terrorism involving nuclear weapons, civilian injured, sequela"
Y385X3A,"Terrorism involving nuclear weapons, terrorist injured, initial encounter"
Y385X3D,"Terrorism involving nuclear weapons, terrorist injured, subsequent encounter"
Y385X3S,"Terrorism involving nuclear weapons, terrorist injured, sequela"
Y386X1A,"Terrorism involving biological weapons, public safety official injured, initial encounter"
Y386X1D,"Terrorism involving biological weapons, public safety official injured, subsequent encounter"
Y386X1S,"Terrorism involving biological weapons, public safety official injured, sequela"
Y386X2A,"Terrorism involving biological weapons, civilian injured, initial encounter"
Y386X2D,"Terrorism involving biological weapons, civilian injured, subsequent encounter"
Y386X2S,"Terrorism involving biological weapons, civilian injured, sequela"
Y386X3A,"Terrorism involving biological weapons, terrorist injured, initial encounter"
Y386X3D,"Terrorism involving biological weapons, terrorist injured, subsequent encounter"
Y386X3S,"Terrorism involving biological weapons, terrorist injured, sequela"
Y387X1A,"Terrorism involving chemical weapons, public safety official injured, initial encounter"
Y387X1D,"Terrorism involving chemical weapons, public safety official injured, subsequent encounter"
Y387X1S,"Terrorism involving chemical weapons, public safety official injured, sequela"
Y387X2A,"Terrorism involving chemical weapons, civilian injured, initial encounter"
Y387X2D,"Terrorism involving chemical weapons, civilian injured, subsequent encounter"
Y387X2S,"Terrorism involving chemical weapons, civilian injured, sequela"
Y387X3A,"Terrorism involving chemical weapons, terrorist injured, initial encounter"
Y387X3D,"Terrorism involving chemical weapons, terrorist injured, subsequent encounter"
Y387X3S,"Terrorism involving chemical weapons, terrorist injured, sequela"
Y3880XA,"Terrorism involving unspecified means, initial encounter"
Y3880XD,"Terrorism involving unspecified means, subsequent encounter"
Y3880XS,"Terrorism involving unspecified means, sequela"
Y38811A,"Terrorism involving suicide bomber, public safety official injured, initial encounter"
Y38811D,"Terrorism involving suicide bomber, public safety official injured, subsequent encounter"
Y38811S,"Terrorism involving suicide bomber, public safety official injured, sequela"
Y38812A,"Terrorism involving suicide bomber, civilian injured, initial encounter"
Y38812D,"Terrorism involving suicide bomber, civilian injured, subsequent encounter"
Y38812S,"Terrorism involving suicide bomber, civilian injured, sequela"
Y38891A,"Terrorism involving other means, public safety official injured, initial encounter"
Y38891D,"Terrorism involving other means, public safety official injured, subsequent encounter"
Y38891S,"Terrorism involving other means, public safety official injured, sequela"
Y38892A,"Terrorism involving other means, civilian injured, initial encounter"
Y38892D,"Terrorism involving other means, civilian injured, subsequent encounter"
Y38892S,"Terrorism involving other means, civilian injured, sequela"
Y38893A,"Terrorism involving other means, terrorist injured, initial encounter"
Y38893D,"Terrorism involving other means, terrorist injured, subsequent encounter"
Y38893S,"Terrorism involving other means, terrorist injured, sequela"
Y389X1A,"Terrorism, secondary effects, public safety official injured, initial encounter"
Y389X1D,"Terrorism, secondary effects, public safety official injured, subsequent encounter"
Y389X1S,"Terrorism, secondary effects, public safety official injured, sequela"
Y389X2A,"Terrorism, secondary effects, civilian injured, initial encounter"
Y389X2D,"Terrorism, secondary effects, civilian injured, subsequent encounter"
Y389X2S,"Terrorism, secondary effects, civilian injured, sequela"
Y620,Failure of sterile precautions during surgical operation
Y621,Failure of sterile precautions during infusion or transfusion
Y622,Failure of sterile precautions during kidney dialysis and other perfusion
Y623,Failure of sterile precautions during injection or immunization
Y624,Failure of sterile precautions during endoscopic examination
Y625,Failure of sterile precautions during heart catheterization
Y626,"Failure of sterile precautions during aspiration, puncture and other catheterization"
Y628,Failure of sterile precautions during other surgical and medical care
Y629,Failure of sterile precautions during unspecified surgical and medical care
Y630,Excessive amount of blood or other fluid given during transfusion or infusion
Y631,Incorrect dilution of fluid used during infusion
Y632,Overdose of radiation given during therapy
Y633,Inadvertent exposure of patient to radiation during medical care
Y634,Failure in dosage in electroshock or insulin-shock therapy
Y635,Inappropriate temperature in local application and packing
Y636,"Underdosing and nonadministration of necessary drug, medicament or biological substance"
Y638,Failure in dosage during other surgical and medical care
Y639,Failure in dosage during unspecified surgical and medical care
Y640,"Contaminated medical or biological substance, transfused or infused"
Y641,"Contaminated medical or biological substance, injected or used for immunization"
Y648,Contaminated medical or biological substance administered by other means
Y649,Contaminated medical or biological substance administered by unspecified means
Y650,Mismatched blood in transfusion
Y651,Wrong fluid used in infusion
Y652,Failure in suture or ligature during surgical operation
Y653,Endotracheal tube wrongly placed during anesthetic procedure
Y654,Failure to introduce or to remove other tube or instrument
Y6551,Performance of wrong procedure (operation) on correct patient
Y6552,Performance of procedure (operation) on patient not scheduled for surgery
Y6553,Performance of correct procedure (operation) on wrong side or body part
Y658,Other specified misadventures during surgical and medical care
Y66,Nonadministration of surgical and medical care
Y69,Unspecified misadventure during surgical and medical care
Y700,Diagnostic and monitoring anesthesiology devices associated with adverse incidents
Y701,Therapeutic (nonsurgical) and rehabilitative anesthesiology devices associated with adverse incidents
Y702,"Prosthetic and other implants, materials and accessory anesthesiology devices associated with adverse incidents"
Y703,"Surgical instruments, materials and anesthesiology devices (including sutures) associated with adverse incidents"
Y708,"Miscellaneous anesthesiology devices associated with adverse incidents, not elsewhere classified"
Y710,Diagnostic and monitoring cardiovascular devices associated with adverse incidents
Y711,Therapeutic (nonsurgical) and rehabilitative cardiovascular devices associated with adverse incidents
Y712,"Prosthetic and other implants, materials and accessory cardiovascular devices associated with adverse incidents"
Y713,"Surgical instruments, materials and cardiovascular devices (including sutures) associated with adverse incidents"
Y718,"Miscellaneous cardiovascular devices associated with adverse incidents, not elsewhere classified"
Y720,Diagnostic and monitoring otorhinolaryngological devices associated with adverse incidents
Y721,Therapeutic (nonsurgical) and rehabilitative otorhinolaryngological devices associated with adverse incidents
Y722,"Prosthetic and other implants, materials and accessory otorhinolaryngological devices associated with adverse incidents"
Y723,"Surgical instruments, materials and otorhinolaryngological devices (including sutures) associated with adverse incidents"
Y728,"Miscellaneous otorhinolaryngological devices associated with adverse incidents, not elsewhere classified"
Y730,Diagnostic and monitoring gastroenterology and urology devices associated with adverse incidents
Y731,Therapeutic (nonsurgical) and rehabilitative gastroenterology and urology devices associated with adverse incidents
Y732,"Prosthetic and other implants, materials and accessory gastroenterology and urology devices associated with adverse incidents"
Y733,"Surgical instruments, materials and gastroenterology and urology devices (including sutures) associated with adverse incidents"
Y738,"Miscellaneous gastroenterology and urology devices associated with adverse incidents, not elsewhere classified"
Y740,Diagnostic and monitoring general hospital and personal-use devices associated with adverse incidents
Y741,Therapeutic (nonsurgical) and rehabilitative general hospital and personal-use devices associated with adverse incidents
Y742,"Prosthetic and other implants, materials and accessory general hospital and personal-use devices associated with adverse incidents"
Y743,"Surgical instruments, materials and general hospital and personal-use devices (including sutures) associated with adverse incidents"
Y748,"Miscellaneous general hospital and personal-use devices associated with adverse incidents, not elsewhere classified"
Y750,Diagnostic and monitoring neurological devices associated with adverse incidents
Y751,Therapeutic (nonsurgical) and rehabilitative neurological devices associated with adverse incidents
Y752,"Prosthetic and other implants, materials and neurological devices associated with adverse incidents"
Y753,"Surgical instruments, materials and neurological devices (including sutures) associated with adverse incidents"
Y758,"Miscellaneous neurological devices associated with adverse incidents, not elsewhere classified"
Y760,Diagnostic and monitoring obstetric and gynecological devices associated with adverse incidents
Y761,Therapeutic (nonsurgical) and rehabilitative obstetric and gynecological devices associated with adverse incidents
Y762,"Prosthetic and other implants, materials and accessory obstetric and gynecological devices associated with adverse incidents"
Y763,"Surgical instruments, materials and obstetric and gynecological devices (including sutures) associated with adverse incidents"
Y768,"Miscellaneous obstetric and gynecological devices associated with adverse incidents, not elsewhere classified"
Y770,Diagnostic and monitoring ophthalmic devices associated with adverse incidents
Y771,Therapeutic (nonsurgical) and rehabilitative ophthalmic devices associated with adverse incidents
Y772,"Prosthetic and other implants, materials and accessory ophthalmic devices associated with adverse incidents"
Y773,"Surgical instruments, materials and ophthalmic devices (including sutures) associated with adverse incidents"
Y778,"Miscellaneous ophthalmic devices associated with adverse incidents, not elsewhere classified"
Y780,Diagnostic and monitoring radiological devices associated with adverse incidents
Y781,Therapeutic (nonsurgical) and rehabilitative radiological devices associated with adverse incidents
Y782,"Prosthetic and other implants, materials and accessory radiological devices associated with adverse incidents"
Y783,"Surgical instruments, materials and radiological devices (including sutures) associated with adverse incidents"
Y788,"Miscellaneous radiological devices associated with adverse incidents, not elsewhere classified"
Y790,Diagnostic and monitoring orthopedic devices associated with adverse incidents
Y791,Therapeutic (nonsurgical) and rehabilitative orthopedic devices associated with adverse incidents
Y792,"Prosthetic and other implants, materials and accessory orthopedic devices associated with adverse incidents"
Y793,"Surgical instruments, materials and orthopedic devices (including sutures) associated with adverse incidents"
Y798,"Miscellaneous orthopedic devices associated with adverse incidents, not elsewhere classified"
Y800,Diagnostic and monitoring physical medicine devices associated with adverse incidents
Y801,Therapeutic (nonsurgical) and rehabilitative physical medicine devices associated with adverse incidents
Y802,"Prosthetic and other implants, materials and accessory physical medicine devices associated with adverse incidents"
Y803,"Surgical instruments, materials and physical medicine devices (including sutures) associated with adverse incidents"
Y808,"Miscellaneous physical medicine devices associated with adverse incidents, not elsewhere classified"
Y810,Diagnostic and monitoring general- and plastic-surgery devices associated with adverse incidents
Y811,Therapeutic (nonsurgical) and rehabilitative general- and plastic-surgery devices associated with adverse incidents
Y812,"Prosthetic and other implants, materials and accessory general- and plastic-surgery devices associated with adverse incidents"
Y813,"Surgical instruments, materials and general- and plastic-surgery devices (including sutures) associated with adverse incidents"
Y818,"Miscellaneous general- and plastic-surgery devices associated with adverse incidents, not elsewhere classified"
Y828,Other medical devices associated with adverse incidents
Y829,Unspecified medical devices associated with adverse incidents
Y830,"Surgical operation with transplant of whole organ as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y831,"Surgical operation with implant of artificial internal device as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y832,"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y833,"Surgical operation with formation of external stoma as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y834,"Other reconstructive surgery as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y835,"Amputation of limb(s) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y836,"Removal of other organ (partial) (total) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y838,"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y839,"Surgical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y840,"Cardiac catheterization as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y841,"Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y842,"Radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y843,"Shock therapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y844,"Aspiration of fluid as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y845,"Insertion of gastric or duodenal sound as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y846,"Urinary catheterization as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y847,"Blood-sampling as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y848,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y849,"Medical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y900,Blood alcohol level of less than 20 mg/100 ml
Y901,Blood alcohol level of 20-39 mg/100 ml
Y902,Blood alcohol level of 40-59 mg/100 ml
Y903,Blood alcohol level of 60-79 mg/100 ml
Y904,Blood alcohol level of 80-99 mg/100 ml
Y905,Blood alcohol level of 100-119 mg/100 ml
Y906,Blood alcohol level of 120-199 mg/100 ml
Y907,Blood alcohol level of 200-239 mg/100 ml
Y908,Blood alcohol level of 240 mg/100 ml or more
Y909,"Presence of alcohol in blood, level not specified"
Y92000,Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92001,Dining room of unspecified non-institutional (private) residence as the place of occurrence of the external cause
Y92002,Bathroom of unspecified non-institutional (private) residence single-family (private) house as the place of occurrence of the external cause
Y92003,Bedroom of unspecified non-institutional (private) residence as the place of occurrence of the external cause
